occurenceId	sourceTaxonName	targetTaxonName	interactionTypeName	interactionTypeId	Season	Start Month	Start Date	2014	End Month	End Date	End Year	Country	localityName	synchronous_YN	contact_YN	roostCat1	ENVO_cat1	roostCat2	ENVO_cat2	roostCat3	ENVO_cat3	InteractionText	roostUsageType	InteractionReferencePage	Basis of record	RecordReference	FrequencyofOccurances	Tags	Habitat	referenceFileName	referenceDOI	referenceURL	referenceCitation	contributors
Brosset1966a-o5	Antrozous pallidas	Locusts	prey on									North America										One of the best known cases is that of the insectivorous species Antrozouspallidas in North America. She explores the lawns, in search ofLocusts and lands on the ground to grab their prey.		44						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o6	Myotis bechsteinii	spiders	prey on																			In Europe more rustic species such as the Eared Bird, the Whiskered Vespertilion,Bechstein's Vespertilion, are known to capture insects andspiders on twigs [287, 696].		45	Literature Observation	287, 696				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o7	Noctules	Swallows	ecological community																			Finally, a last group of species comprising the Noctules, most of theTaphozous and Molossians, fly over the forests and steppes at great height,countryside or towns, and prefer areas with 1 atmosphere or noneobstacle does not come to divert their direct and rapid flight. We are not even surelet these Chiroptera rest during the night. Most observershave noted that they do not return until the morning in the day lodge. These species occupythe same ecological niche as the Hirondelles and the Martinets.		45						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o8	Noctules	Swifts	ecological community																			Finally, a last group of species comprising the Noctules, most of theTaphozous and Molossians, fly over the forests and steppes at great height,countryside or towns, and prefer areas with 1 atmosphere or noneobstacle does not come to divert their direct and rapid flight. We are not even surelet these Chiroptera rest during the night. Most observershave noted that they do not return until the morning in the day lodge. These species occupythe same ecological niche as the Hirondelles and the Martinets.		45						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o9	Taphozous	Swallows	ecological community																			Finally, a last group of species comprising the Noctules, most of theTaphozous and Molossians, fly over the forests and steppes at great height,countryside or towns, and prefer areas with 1 atmosphere or noneobstacle does not come to divert their direct and rapid flight. We are not even surelet these Chiroptera rest during the night. Most observershave noted that they do not return until the morning in the day lodge. These species occupythe same ecological niche as the Hirondelles and the Martinets.		45						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o10	Taphozous	Swifts	ecological community																			Finally, a last group of species comprising the Noctules, most of theTaphozous and Molossians, fly over the forests and steppes at great height,countryside or towns, and prefer areas with 1 atmosphere or noneobstacle does not come to divert their direct and rapid flight. We are not even surelet these Chiroptera rest during the night. Most observershave noted that they do not return until the morning in the day lodge. These species occupythe same ecological niche as the Hirondelles and the Martinets.		45						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o11	Molossians	Swallows	ecological community																			Finally, a last group of species comprising the Noctules, most of theTaphozous and Molossians, fly over the forests and steppes at great height,countryside or towns, and prefer areas with 1 atmosphere or noneobstacle does not come to divert their direct and rapid flight. We are not even surelet these Chiroptera rest during the night. Most observershave noted that they do not return until the morning in the day lodge. These species occupythe same ecological niche as the Hirondelles and the Martinets.		45						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o12	Molossians	Swifts	ecological community																			Finally, a last group of species comprising the Noctules, most of theTaphozous and Molossians, fly over the forests and steppes at great height,countryside or towns, and prefer areas with 1 atmosphere or noneobstacle does not come to divert their direct and rapid flight. We are not even surelet these Chiroptera rest during the night. Most observershave noted that they do not return until the morning in the day lodge. These species occupythe same ecological niche as the Hirondelles and the Martinets.		45						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o13	Eidolon	palm tree	eat																			Eidolons come to drink the juice ofpalm tree that Africans collect to make palm wine, andsubjects have been observed chewing young tree shoots, probably forabsorb the sweat [287, 387].		47	Literature Observation	287, 387		nectar		Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o14	Pteropids	pollen	eat																			Furthermore all Pteropids are also, usually or occasionally,pollen eaters.		48				flower		Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o15	Glossophagids	Crescentia	eat																			Carvalho notices that the structureof Parkia flowers lends itself well to the visit of large and varied Chiroptera, while the best adaptation of Chiroptera to the structureof flowers occurs in Glossophagids and Macroglossins, with respect toCrescentia, of the Kigelia, whom they alone would be able to exploit and fertilize.		49		Carvalho		flower		Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o16	Glossophagids	Crescentia	pollinate																			Carvalho notices that the structureof Parkia flowers lends itself well to the visit of large and varied Chiroptera, while the best adaptation of Chiroptera to the structureof flowers occurs in Glossophagids and Macroglossins, with respect toCrescentia, of the Kigelia, whom they alone would be able to exploit and fertilize.		49		Carvalho				Brosset_1966a				
Brosset1966a-o17	Macroglossins	Crescentia	eat																			Carvalho notices that the structureof Parkia flowers lends itself well to the visit of large and varied Chiroptera, while the best adaptation of Chiroptera to the structureof flowers occurs in Glossophagids and Macroglossins, with respect toCrescentia, of the Kigelia, whom they alone would be able to exploit and fertilize.		49		Carvalho		flower		Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o18	Macroglossins	Crescentia	pollinate																			Carvalho notices that the structureof Parkia flowers lends itself well to the visit of large and varied Chiroptera, while the best adaptation of Chiroptera to the structureof flowers occurs in Glossophagids and Macroglossins, with respect toCrescentia, of the Kigelia, whom they alone would be able to exploit and fertilize.		49		Carvalho				Brosset_1966a				
Brosset1966a-o19	Serotine	Beetle	prey on																			If the insect is relatively small, it is entirelycrushed; we can clearly hear the noise made by a Serotine chewing aBeetle.		51	Author Observation					Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o20	Plecotus auritus	butterflies	prey on																			Our Plecotus auritus European catching butterflies ranging in size from Maniola tithonus, dunewingspan of 30 mm, a Vanessa atalanta, whose wingspan is 67 mm.		52						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o21	Megaderma lyra	Geckos	prey on									India										In the two years I spent in India I had 1 opportunityto observe the habits of Megaderma lyra, which is particularly commonin the vicinity of inhabited places. During the night, under the lamps, we see himexplore the ground, the surface of walls and trunks in search of its prey,Geckos, Frogs and Small Birds. He also pursues the Pipistrelles, sometimesto the interior of the houses. To skin its prey, it hangs on the ceilingverandas, the humans who sleep there receive on their mosquito nets thereliefs of the Megaderm meal: wings and tails of Birds or Pipistrelles,Frogs' legs, etc. [17, 290, 565].		53	Author Observation					Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o22	Megaderma lyra	Frogs	prey on									India										In the two years I spent in India I had 1 opportunityto observe the habits of Megaderma lyra, which is particularly commonin the vicinity of inhabited places. During the night, under the lamps, we see himexplore the ground, the surface of walls and trunks in search of its prey,Geckos, Frogs and Small Birds. He also pursues the Pipistrelles, sometimesto the interior of the houses. To skin its prey, it hangs on the ceilingverandas, the humans who sleep there receive on their mosquito nets thereliefs of the Megaderm meal: wings and tails of Birds or Pipistrelles,Frogs' legs, etc. [17, 290, 565].		53	Author Observation					Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o23	Megaderma lyra	Birds	prey on									India										In the two years I spent in India I had 1 opportunityto observe the habits of Megaderma lyra, which is particularly commonin the vicinity of inhabited places. During the night, under the lamps, we see himexplore the ground, the surface of walls and trunks in search of its prey,Geckos, Frogs and Small Birds. He also pursues the Pipistrelles, sometimesto the interior of the houses. To skin its prey, it hangs on the ceilingverandas, the humans who sleep there receive on their mosquito nets thereliefs of the Megaderm meal: wings and tails of Birds or Pipistrelles,Frogs' legs, etc. [17, 290, 565].		53	Author Observation					Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o24	Megaderma lyra	Birds	prey on									India										In the two years I spent in India I had 1 opportunityto observe the habits of Megaderma lyra, which is particularly commonin the vicinity of inhabited places. During the night, under the lamps, we see himexplore the ground, the surface of walls and trunks in search of its prey,Geckos, Frogs and Small Birds. He also pursues the Pipistrelles, sometimesto the interior of the houses. To skin its prey, it hangs on the ceilingverandas, the humans who sleep there receive on their mosquito nets thereliefs of the Megaderm meal: wings and tails of Birds or Pipistrelles,Frogs' legs, etc. [17, 290, 565].		53		17, 290, 565				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o25	Megaderma lyra	Pipistrelles	prey on									India										In the two years I spent in India I had 1 opportunityto observe the habits of Megaderma lyra, which is particularly commonin the vicinity of inhabited places. During the night, under the lamps, we see himexplore the ground, the surface of walls and trunks in search of its prey,Geckos, Frogs and Small Birds. He also pursues the Pipistrelles, sometimesto the interior of the houses. To skin its prey, it hangs on the ceilingverandas, the humans who sleep there receive on their mosquito nets thereliefs of the Megaderm meal: wings and tails of Birds or Pipistrelles,Frogs' legs, etc. [17, 290, 565].		53		17, 290, 565				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o26	Megaderma lyra	Orthoptera	prey on									India										Megaderma lyra captures large Orthoptera and large Butterfliesnocturnal. These insects even form the exclusive diet in India of the species.neighbor Megaderma spasma		54						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o27	Megaderma lyra	nocturnal butterflies	prey on									India										Megaderma lyra captures large Orthoptera and large Butterfliesnocturnal. These insects even form the exclusive diet in India of the species.neighbor Megaderma spasma.		54						Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
Brosset1966a-o28	Noctilion	Pelican	commensually interacts with																			The Nodi of Galapagos, A nous stolidus, follows the Pelican fishing and, when the latter has made a catch, the little Tern perches on its head, trying to retrieve the reliefs of the meal. The repetition of these associations seems to indicate that Nodi and Noctilion Take Advantage of Pelican Company [81, 306],		55	Literature Observation	81, 306				Brosset_1966a			Brosset, A.1966. La Biologie des Chiropteres. Masson et Cie, Paris, vii + 24	ACS
